schema_version,record_type,id,unit_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,provenance
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0341,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XB,341,111Xb,111Xb,476,487,19169,19188,20924,20943,"\ooint{-\infty,b}","\ooint{-\infty,b}",76a9d8d615cd728329f0a7f452931274ab926846bc1e054ec4e676b9e47f520e,76a9d8d615cd728329f0a7f452931274ab926846bc1e054ec4e676b9e47f520e,76a9d8d615cd728329f0a7f452931274ab926846bc1e054ec4e676b9e47f520e,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0342,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XB,342,111Xb,111Xb,476,487,19190,19208,20945,20963,"\ooint{a,\infty}","\ooint{a,\infty}",0d012391e0621a8000498f919a3f904a286854df560a8af531b02e60d09b0581,0d012391e0621a8000498f919a3f904a286854df560a8af531b02e60d09b0581,0d012391e0621a8000498f919a3f904a286854df560a8af531b02e60d09b0581,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0343,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,343,111Xc,111Xc,480,492,19334,19337,21143,21146,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0344,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,344,111Xc,111Xc,480,492,19342,19345,21151,21154,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0345,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,345,111Xc,111Xc,480,492,19358,19366,21175,21183,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0346,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,346,111Xc,111Xc,481,493,19369,19377,21198,21206,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0347,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,347,111Xc,111Xc,481,493,19400,19403,21212,21215,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0348,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,348,111Xc,111Xc,481,494,19411,19424,21226,21239,\phi:X\to Y,\phi:X\to Y,13bd91bfe4efd20d71a6b34c7581ddd8571b38f73d5e0bdd9de604c7badbba99,13bd91bfe4efd20d71a6b34c7581ddd8571b38f73d5e0bdd9de604c7badbba99,ff574878676958526aeff476d34e96ebf519db9f8a28e89cc9e76db0b39b4ebc,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0349,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,349,111Xc,111Xc,482,495,19450,19494,21270,21314,"\{F:F\subseteq Y,\,\phi^{-1}[F]\in\Sigma\}","\{F:F\subseteq Y,\,\phi^{-1}[F]\in\Sigma\}",74e2e9f33417f712e3de0297febd114a69e7f589469654fc3fb7f693edaabafc,74e2e9f33417f712e3de0297febd114a69e7f589469654fc3fb7f693edaabafc,76956f03a900034108c19c1007b5d6d7b6082eb4f1477084808228112b9055f3,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0350,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,350,111Xc,111Xc,483,495,19500,19508,21330,21338,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0351,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XC,351,111Xc,111Xc,483,496,19531,19534,21344,21347,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0352,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,352,111Xd,111Xd,485,499,19593,19596,21425,21428,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0353,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,353,111Xd,111Xd,485,499,19601,19604,21433,21436,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0354,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,354,111Xd,111Xd,485,499,19617,19623,21457,21463,\Tau,\Tau,a34699b8745d985590df162103fdf28f3ec3426d7f12ca80a1b9c6f87686099a,a34699b8745d985590df162103fdf28f3ec3426d7f12ca80a1b9c6f87686099a,a34699b8745d985590df162103fdf28f3ec3426d7f12ca80a1b9c6f87686099a,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0355,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,355,111Xd,111Xd,486,500,19626,19634,21478,21486,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0356,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,356,111Xd,111Xd,486,500,19657,19660,21492,21495,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0357,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,357,111Xd,111Xd,486,501,19668,19681,21506,21519,\phi:X\to Y,\phi:X\to Y,13bd91bfe4efd20d71a6b34c7581ddd8571b38f73d5e0bdd9de604c7badbba99,13bd91bfe4efd20d71a6b34c7581ddd8571b38f73d5e0bdd9de604c7badbba99,ff574878676958526aeff476d34e96ebf519db9f8a28e89cc9e76db0b39b4ebc,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0358,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,358,111Xd,111Xd,487,502,19707,19734,21550,21577,\{\phi^{-1}[F]:F\in\Tau\},\{\phi^{-1}[F]:F\in\Tau\},524b21ce1fdd5c252545dad32669e85564e87d5aa06d85f466dd596140d59042,524b21ce1fdd5c252545dad32669e85564e87d5aa06d85f466dd596140d59042,524b21ce1fdd5c252545dad32669e85564e87d5aa06d85f466dd596140d59042,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0359,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,359,111Xd,111Xd,488,502,19740,19748,21593,21601,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0360,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XD,360,111Xd,111Xd,488,502,19771,19774,21607,21610,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0361,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,361,111Xe,111Xe,490,504,19797,19800,21638,21641,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0362,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,362,111Xe,111Xe,490,504,19811,19819,21658,21666,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0363,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,363,111Xe,111Xe,490,505,19843,19846,21694,21697,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0364,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,364,111Xe,111Xe,491,505,19852,19860,21703,21711,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0365,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,365,111Xe,111Xe,491,505,19865,19873,21720,21728,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0366,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,366,111Xe,111Xe,491,505,19896,19899,21734,21737,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0367,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,367,111Xe,111Xe,491,506,19913,19921,21761,21769,"\Cal
A",\Cal A,9516e1b14426eaa6bc708d67e711ddc1c0dfcbe6a263c310383a93ea9558f475,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0368,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,368,111Xe,111Xe,492,507,19938,19941,21780,21783,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0369,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,369,111Xe,111Xe,492,507,19961,19974,21808,21821,\phi:Y\to X,\phi:Y\to X,53f2a23696f0a475590727353f493b2071b8b2808e0d58cc7c365a9de5bad3a2,53f2a23696f0a475590727353f493b2071b8b2808e0d58cc7c365a9de5bad3a2,4f5fb38bbf8e7f1477ab3792fbfb4bb352b33ba1798ae84edd96c49a005eacbb,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0370,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,370,111Xe,111Xe,493,508,19999,20028,21852,21881,\{\phi^{-1}[E]:E\in\Sigma\},\{\phi^{-1}[E]:E\in\Sigma\},a5bef8a53e747aef74e02fc835fd68663e0c726530aeead34c207124f8803fe3,a5bef8a53e747aef74e02fc835fd68663e0c726530aeead34c207124f8803fe3,a5bef8a53e747aef74e02fc835fd68663e0c726530aeead34c207124f8803fe3,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0371,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,371,111Xe,111Xe,493,508,20036,20044,21897,21905,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0372,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,372,111Xe,111Xe,494,508,20067,20070,21911,21914,Y,Y,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,18f5384d58bcb1bba0bcd9e6a6781d1a6ac2cc280c330ecbab6cb7931b721552,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0373,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XE,373,111Xe,111Xe,494,510,20084,20113,21938,21967,\{\phi^{-1}[A]:A\in\Cal A\},\{\phi^{-1}[A]:A\in\Cal A\},a1d9c74ececd0afd2e86080bbe295e0104d9f2a9905aa552c582f097e3366506,a1d9c74ececd0afd2e86080bbe295e0104d9f2a9905aa552c582f097e3366506,12504e5f1e4ea8025e3405092bbef9d38fa4502cb6eba0bfd704ba48a8999917,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0374,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,374,111Xf,111Xf,496,512,20136,20139,21995,21998,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0375,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,375,111Xf,111Xf,496,512,20150,20158,22015,22023,\Cal A,\Cal A,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,5e3b3831438380c99bf7414e1c2a48e928544054e53924e8d48d717aafc6ee53,b79ca3d5b806d0f16cb30420da607d57683dee66773d1d8d5b15b1755c12caa1,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0376,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,376,111Xf,111Xf,496,513,20182,20185,22051,22054,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0377,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,377,111Xf,111Xf,497,513,20191,20199,22060,22068,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0378,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,378,111Xf,111Xf,497,513,20204,20212,22077,22085,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
1.0.0,formula,O007-FREMLIN-V1-S111-FORMULA-0379,O007-FREMLIN-V1-S111,O007-FREMLIN-V1-S111-SEG-111XF,379,111Xf,111Xf,497,513,20235,20238,22091,22094,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,"{""basis"":""ordered TeX math atom; reader-text atoms may differ, while normalized symbolic TeX is exact"",""kind"":""source-target-formula-map"",""source_resource_ids"":[""O007-RESOURCE-MT111-SOURCE""]}"
