schema_version,record_type,id,rights_id,resource_kind,uri,local_path,bytes,sha256,rows,file_count,expanded_bytes,relation,verification_status,provenance
1.1.0,resource,O007-RESOURCE-MT265-TARGET,,translated-target,,source/id-ID/mt265.tex,33615,9f8223edb6751c65f225187fb47708fd54a9221a21d286cb75ac788310294144,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S265,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter26-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT265-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT265-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter26/mt265-unit-qa.json,4149,9aa7f32aba57be76f1c9f2c3074a25f1feaa2e2a3946204305617904e9ced264,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S265",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter26-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT265-SOURCE"",""O007-RESOURCE-MT265-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT266-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt266.tex,12637,ad2c977b007b6ff77bbd0685e91659a9daf69cb71604a589a9cf58d407255e35,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S266,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter26-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT266-TARGET,,translated-target,,source/id-ID/mt266.tex,13502,e8b241ee3c22631d15a98836792f3e808d28648c57298c16678dac98aadef47b,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S266,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter26-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT266-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT266-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter26/mt266-unit-qa.json,6701,6a3e63c1ba709c5c8059429d3eec45b37913fc856664242f6db01840934d5f76,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S266",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter26-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT266-SOURCE"",""O007-RESOURCE-MT266-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CH27-COMPLETE-SOURCE-CORRECTIONS,,source-correction-ledger,,backend/catalog-v1.16/snapshots/inherited-v1.15-through-chapter27-source-corrections.csv,181156,3eed6f08c2826a0b251ad287aaedc77a080caed8b396bcbe7953706a4eb3e9da,364,,,exact cumulative source-to-target correction ledger through complete Volume-II Chapter 27,364 unique rows; every hash-bound Chapter 27 correction matches the receipt exception union,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT27-SOURCE"",""O007-RESOURCE-MT271-SOURCE"",""O007-RESOURCE-MT272-SOURCE"",""O007-RESOURCE-MT273-SOURCE"",""O007-RESOURCE-MT274-SOURCE"",""O007-RESOURCE-MT275-SOURCE"",""O007-RESOURCE-MT276-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH27-COMPLETE-TERMINOLOGY-DECISIONS,,terminology-decision-log,,backend/catalog-v1.16/snapshots/inherited-v1.15-through-chapter27-terminology-decisions.md,30062,8b218c3eccb2075458a1c48af042099abea7f965d06505ce07d82c7b8550a47d,,,,current Indonesian terminology decisions through complete Chapter 27,current exact bytes; preferred Chapter 27 mathematical terms explicit,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT27-SOURCE"",""O007-RESOURCE-MT271-SOURCE"",""O007-RESOURCE-MT272-SOURCE"",""O007-RESOURCE-MT273-SOURCE"",""O007-RESOURCE-MT274-SOURCE"",""O007-RESOURCE-MT275-SOURCE"",""O007-RESOURCE-MT276-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-CH27-COMPLETE-MODEL-PROVENANCE,,model-provenance-note,,backend/catalog-v1.15/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the complete-Chapter-27 cumulative backend,exact required model identification,"{""basis"":""OpenAI Codex gpt-5.6-sol, Ultra"",""kind"":""model-provenance""}"
1.1.0,resource,O007-RESOURCE-CH27-COMPLETE-AGGREGATE-QA,,aggregate-qa-receipt,,qa/chapter27-aggregate-qa.json,15172,097574e84b87e6a95c69f855f18575ef5b2fd68944570b474fc7ba305a0e9a2c,,,,complete Chapter 27 source-target aggregate with corrected exercise and hint censuses,pass=true; complete Chapter 27 has 111 exercises and 37 hints,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT27-SOURCE"",""O007-RESOURCE-MT271-SOURCE"",""O007-RESOURCE-MT272-SOURCE"",""O007-RESOURCE-MT273-SOURCE"",""O007-RESOURCE-MT274-SOURCE"",""O007-RESOURCE-MT275-SOURCE"",""O007-RESOURCE-MT276-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT27-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt27.tex,5810,ef5d3f67448b71183084ec24c3791a94deeef67bc28bf4d792a47671cebcda56,,,,official mt2.2016 authority member for O007-FREMLIN-V2-CH27-INTRO,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT27-TARGET,,translated-target,,source/id-ID/mt27.tex,6190,8d3ac096bc511907000ffa316b27a5f95a2979c700f5c24d4e7f0be9ded839a6,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-CH27-INTRO,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT27-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT27-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt27-unit-qa.json,2103,66765d327d7038a435567ac12be701ce979bc3c73ca436f20548b8663c79d64c,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-CH27-INTRO",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT27-SOURCE"",""O007-RESOURCE-MT27-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT271-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt271.tex,33007,fba76cf594061c9154d4b9d50dbe0b9f12a4f2677318d4492ce0676f04f52948,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S271,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT271-TARGET,,translated-target,,source/id-ID/mt271.tex,35478,36a5f288f4d52eae66d6baf5c0207468ead0b1a1462231b23abd5ee605ba4cf2,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S271,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT271-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT271-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt271-unit-qa.json,5353,5f6565d3d88332ec517355163531ed8927a41f2f6c69274bfa097e59d6b9b615,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S271",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT271-SOURCE"",""O007-RESOURCE-MT271-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT272-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt272.tex,53790,811f4ee300aa44020f83fd079d660dea25ace46fb8ea96ab346afb0f39ec970f,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S272,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT272-TARGET,,translated-target,,source/id-ID/mt272.tex,56914,9ace96b9601ef8e23de7dd7d58d18ccae09aa9547ca09d9d6581bb95790642d1,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S272,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT272-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT272-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt272-unit-qa.json,17418,eef852e40460edc2cbbfa9a7ff894a49c20017a09706a89ba2bf1527cc686df4,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S272",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT272-SOURCE"",""O007-RESOURCE-MT272-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT273-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt273.tex,42130,40a720542bd636cfb4a08e685ece476391ed8deeb7f6a7ba730c4e557b1d4871,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S273,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT273-TARGET,,translated-target,,source/id-ID/mt273.tex,44960,d6693ee62744c5aa85f80a5724e8f83f69597c7c41a91903997a187e7dc4c99c,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S273,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT273-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT273-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt273-unit-qa.json,12315,3285a161d5ab66cd8547af956cb1661e0e67eaf8abce1cc5deabdee8d58e067c,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S273",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT273-SOURCE"",""O007-RESOURCE-MT273-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT274-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt274.tex,41519,79aaddf52669b53cb29b6743b74cfe3810e7612bc70ca99a708f698c034213cc,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S274,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT274-TARGET,,translated-target,,source/id-ID/mt274.tex,43872,45250b054fc98d810f398a6a67eb9e418126baa99bc12eb572c8c9e48d4c1aa5,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S274,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT274-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT274-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt274-unit-qa.json,7689,943db0044333b5abe502aec44a1bc79c4acce2df21a31e72dd8f10f3d9e35761,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S274",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT274-SOURCE"",""O007-RESOURCE-MT274-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT275-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt275.tex,53251,17fc385ae420f1df789111e1e0d379918617e1ed345fe335e540e8714f0803e5,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S275,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT275-TARGET,,translated-target,,source/id-ID/mt275.tex,57434,68bd832653d14d058c943b6b19894b9e7f520d140174f924dc9f626d7e28ec09,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S275,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT275-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT275-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt275-unit-qa.json,12086,d8febb1a3cb8d761cf991a94f0d06ef522dde74aaf7933e623ff9f36597f2156,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S275",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT275-SOURCE"",""O007-RESOURCE-MT275-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT276-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt276.tex,32531,56e44a3843f7b0f492e2ab5598cd7ce0fff0eb8898b87d3c69e4cc790538b87f,,,,official mt2.2016 authority member for O007-FREMLIN-V2-S276,frozen official source bytes verified,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT276-TARGET,,translated-target,,source/id-ID/mt276.tex,34945,849e9c290b56a9c76d98ed4da753e624316063fd3daaa4fc0dbd7828f3a46a17,,,,complete canonical id-ID editable target for O007-FREMLIN-V2-S276,passing exact unit QA receipt; reader/build admission remains external,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT276-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT276-UNIT-QA,,source-target-unit-qa-receipt,,qa/chapter27/mt276-unit-qa.json,9041,cb95acdcb380614024d2c8d4f7277acabbcc84af3f4609b4db2706a436064a0e,,,,"source-target structural, math, ID, xref, hint, and residue replay for O007-FREMLIN-V2-S276",pass=true; exact source/target identities and finite ledgered deltas,"{""basis"":""Exact bounded checkpoint witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-chapter27-cumulative-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT276-SOURCE"",""O007-RESOURCE-MT276-TARGET""]}"
1.1.0,resource,O007-RESOURCE-CC0-1.0-LEGAL-CODE,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,component-license-text,https://creativecommons.org/publicdomain/zero/1.0/legalcode.txt,LICENSE-CC0-1.0.txt,7048,a2010f343487d3f7618affe54f789f5487602331c0a8d03f49e9a7c547cf0499,,,,controlling CC0 1.0 Universal legal code for independently authored non-Fremlin components,official Creative Commons bytes and SHA-256 verified 2026-08-30,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint""}"
1.1.0,resource,O007-RESOURCE-BACKEND-SCHEMA-V1.1,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,backend-schema,,backend/schema-v1.1.json,18186,47f7d80f021110c5facdfccc97f9ded4c79f48c4b7b5da2f3807e8cf97b2d6e6,,,,schema for the independently authored locale-neutral semantic backend,exact current schema bytes validated against every materialized record,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-CC0-1.0-LEGAL-CODE""]}"
1.1.0,resource,O007-RESOURCE-COMPLETE-CORPUS-SOURCE-CORRECTIONS,,source-correction-ledger,,00_control/SOURCE_CORRECTIONS.csv,203957,75270bded9626bbfa7a3733fdd62859578cc101a47bca1dedcb64eb2d906dfa6,420,,,exact cumulative source-to-target correction ledger for complete Volumes I-II,420 unique rows; all final-unit hash-bound corrections mapped,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT28-SOURCE"",""O007-RESOURCE-MT281-SOURCE"",""O007-RESOURCE-MT282-SOURCE"",""O007-RESOURCE-MT283-SOURCE"",""O007-RESOURCE-MT284-SOURCE"",""O007-RESOURCE-MT285-SOURCE"",""O007-RESOURCE-MT286-SOURCE"",""O007-RESOURCE-MT2A-SOURCE"",""O007-RESOURCE-MT2A1-SOURCE"",""O007-RESOURCE-MT2A2-SOURCE"",""O007-RESOURCE-MT2A3-SOURCE"",""O007-RESOURCE-MT2A4-SOURCE"",""O007-RESOURCE-MT2A5-SOURCE"",""O007-RESOURCE-MT2A6-SOURCE"",""O007-RESOURCE-MT2CONC-SOURCE"",""O007-RESOURCE-MT2R-SOURCE"",""O007-RESOURCE-MTI-VOLUME12-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-COMPLETE-CORPUS-TERMINOLOGY,,terminology-decision-log,,00_control/TERMINOLOGY_DECISIONS.md,35660,61c707a53459c5cf06fea0656fe76c07068526ed39c0c20e84e6fd510494a986,,,,current Indonesian terminology decisions for complete Volumes I-II,current exact bytes and SHA-256,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT28-SOURCE"",""O007-RESOURCE-MT281-SOURCE"",""O007-RESOURCE-MT282-SOURCE"",""O007-RESOURCE-MT283-SOURCE"",""O007-RESOURCE-MT284-SOURCE"",""O007-RESOURCE-MT285-SOURCE"",""O007-RESOURCE-MT286-SOURCE"",""O007-RESOURCE-MT2A-SOURCE"",""O007-RESOURCE-MT2A1-SOURCE"",""O007-RESOURCE-MT2A2-SOURCE"",""O007-RESOURCE-MT2A3-SOURCE"",""O007-RESOURCE-MT2A4-SOURCE"",""O007-RESOURCE-MT2A5-SOURCE"",""O007-RESOURCE-MT2A6-SOURCE"",""O007-RESOURCE-MT2CONC-SOURCE"",""O007-RESOURCE-MT2R-SOURCE"",""O007-RESOURCE-MTI-VOLUME12-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-COMPLETE-CORPUS-MODEL-PROVENANCE,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,model-provenance-note,,backend/catalog-v1.16/MODEL_PROVENANCE.txt,32,232de89e31f46ea6dbdb93ae7e5880aeb0ae09bc8e1ed0ae14df81fbc57c6d2d,,,,explicit model provenance for the complete-corpus backend,exact required model identification,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint""}"
1.1.0,resource,O007-RESOURCE-MTI-V12-TRANSLATION-RECORDS,,index-translation-records,,work/index/mti-volume12-owner-replay/mti-volume12-translations-id-candidate.jsonl,3213652,2fb30cc9bbbed822f1ad03120455d3c3af3312046e26f55c45d29706138f0991,1274,,,"complete 1,274-record Indonesian Volume-I/II index translation mapping",exact identity bound by the passing independent index audit,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MTI-VOLUME12-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT28-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt28.tex,1768,a443f73a797da3ff414d812030048c4236e74af5847c59d18233bf6f6f28ba03,,,,source surface for O007-FREMLIN-V2-CH28-INTRO,exact source bytes verified,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT28-TARGET,,translated-target,,source/id-ID/mt28.tex,1827,3c4dc2635425a721d825c51911208820f42c66d99890f52cb12577b43a48d371,,,,canonical id-ID editable target for O007-FREMLIN-V2-CH28-INTRO,passing exact unit/index QA,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT28-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT28-QA,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,source-target-unit-qa-receipt,,qa/chapter28/mt28-unit-qa.json,2099,21021dc2976cae1c076b4f6b90e7f874d120606840cb3c54c5a9bddc4e2caec3,,,,passing QA evidence for O007-FREMLIN-V2-CH28-INTRO,pass with exact target identity,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT28-SOURCE"",""O007-RESOURCE-MT28-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT281-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt281.tex,48328,49460acf8727be4de9681de19c389c95f2f1c9d1bdc4c32ee08fe0f35f415fb3,,,,source surface for O007-FREMLIN-V2-S281,exact source bytes verified,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT281-TARGET,,translated-target,,source/id-ID/mt281.tex,49858,496b4bacae19f6d4d52317ad59c3ba9565aa15dc8c5ca60f4d5c0c5c93998ded,,,,canonical id-ID editable target for O007-FREMLIN-V2-S281,passing exact unit/index QA,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT281-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT281-QA,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,source-target-unit-qa-receipt,,qa/chapter28/mt281-unit-qa.json,3829,45924a232e0765cbd1c758f5c06db43b65feb22e5add9379a383e1201c872576,,,,passing QA evidence for O007-FREMLIN-V2-S281,pass with exact target identity,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT281-SOURCE"",""O007-RESOURCE-MT281-TARGET""]}"
1.1.0,resource,O007-RESOURCE-MT282-SOURCE,,official-source-member,,authority/fremlin/source/mt2.2016/mt282.tex,65441,8fc19865685e50585a28e7f5f13d674613b7b3f96d34f300e476383ca84497d5,,,,source surface for O007-FREMLIN-V2-S282,exact source bytes verified,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT2-ARCHIVE"",""O007-RESOURCE-SOURCE-MANIFEST""]}"
1.1.0,resource,O007-RESOURCE-MT282-TARGET,,translated-target,,source/id-ID/mt282.tex,68659,fd5b43404abdf778251a4bdfc04855e48b95978bf5913bf2062d29c0a7798e81,,,,canonical id-ID editable target for O007-FREMLIN-V2-S282,passing exact unit/index QA,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT282-SOURCE""]}"
1.1.0,resource,O007-RESOURCE-MT282-QA,O007-RIGHTS-ORIGINAL-COMPONENTS-CC0-1.0,source-target-unit-qa-receipt,,qa/chapter28/mt282-unit-qa.json,9303,e8fb661df88f49bb8394e3adc9d15cd05c5f12cb8538d44e6e8cbd6d842262df,,,,passing QA evidence for O007-FREMLIN-V2-S282,pass with exact target identity,"{""basis"":""Exact complete-corpus witness; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""complete-corpus-backend-checkpoint"",""source_resource_ids"":[""O007-RESOURCE-MT282-SOURCE"",""O007-RESOURCE-MT282-TARGET""]}"
