schema_version,record_type,id,unit_id,rights_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,anchor_note,segment_kind,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-FRONT-MT10-SEGMENT-0001,O007-FREMLIN-V1-FRONT-MT10,O007-RIGHTS-FREMLIN-DSL,1,mt10,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,O007-FREMLIN-V1-FRONT-MT10-COMPLETE-FILE,unit-metadata,false,,complete-source-member,1,402,1,404,0,13705,0,14003,583e6a9e306d6eb4776df5260d04f8296cf27bb97aa740d8003802c12f5de452,e5d7a1cb3403ad14ac188e64fa19f1efbb6964df5a9af7793ee03d338b606faf,"{""basis"":""Exact stable source-to-id-ID map; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""source-target-segment-map"",""source_resource_ids"":[""O007-RESOURCE-MT10-SOURCE""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0519,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,519,O007-FREMLIN-V1-MTI-H0353,O007-FREMLIN-V1-MTI-T0519,O007-FREMLIN-V1-MTI-T0519,explicit,false,,index-index_heading,11873,11873,6501,6501,325818,325841,26144,26172,a4c92e4ca0fd80481af7c8f6de6eef156ce354fdb1860d5330e574a8114359ed,2847f38cec5f8451cd3012bb576dd7394716b2efcdc629188e5e7e465677ef9d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0520,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,520,O007-FREMLIN-V1-MTI-H0354,O007-FREMLIN-V1-MTI-T0520,O007-FREMLIN-V1-MTI-T0520,explicit,false,,index-index_heading,11889,11889,6508,6508,326270,326292,26179,26199,04ed35beb50b4277810e64157c3f10f91a90749a2bf74fd6a389a6bb69bfaf20,ed5db5cd698fc5561d8aa9bc3e50e459fa4d0fd5b03b20e178e007ac678b5c08,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0521,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,521,O007-FREMLIN-V1-MTI-GE0122,O007-FREMLIN-V1-MTI-T0521,O007-FREMLIN-V1-MTI-T0521,explicit,false,,index-index_entry,11889,11891,6509,6509,326293,326306,26200,26211,469dbc04a65540b3543bb473bd0e58ea943bb37fa8091b99ecdc11ca41d3a9dc,c3430d01e409abd8dcc8aa8a643420fd6e67937f858f97f138a0588280c895ee,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0522,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,522,O007-FREMLIN-V1-MTI-H0355,O007-FREMLIN-V1-MTI-T0522,O007-FREMLIN-V1-MTI-T0522,explicit,false,,index-index_heading,11918,11918,6522,6522,327042,327066,26224,26252,7dbac784d927d59853434f2df3740face7606a08d78d9d20a51fd5ac0b32a7e3,53e605ee04bd055ef572c91d4cbb7d8aeee4130c04e0a2c38cce8407a81ccb9f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0523,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,523,O007-FREMLIN-V1-MTI-GE0123,O007-FREMLIN-V1-MTI-T0523,O007-FREMLIN-V1-MTI-T0523,explicit,false,,index-index_entry,11967,11967,6543,6543,328302,328338,26273,26315,03569573017767de4b8ccf844b50a368cd4d9858860ad87833a092c02ed00c38,78b47a890bd83de84a014e537331a81db01d0fcd46bcabb305a482f11e8c4040,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0524,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,524,O007-FREMLIN-V1-MTI-H0356,O007-FREMLIN-V1-MTI-T0524,O007-FREMLIN-V1-MTI-T0524,explicit,false,,index-index_heading,11988,11988,6556,6556,328817,328839,26328,26350,afb5b09bedfe88c326501a334fcd3536d5df0e179433f24d0a734b0009a8f383,46a162db1cf06ea2fb3ed635942f23b59aca0f5add663862ab0e8bf3e076ed6b,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0525,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,525,O007-FREMLIN-V1-MTI-H0357,O007-FREMLIN-V1-MTI-T0525,O007-FREMLIN-V1-MTI-T0525,explicit,false,,index-index_heading,11998,11998,6559,6559,329142,329170,26353,26379,17152681d672d4ad1659134dec42363d4f5e51651c213606e8ca3b679a3d7332,44f33ffe243470053d8e1465fa1dfacaffd7d46fde0acba573371292065185c2,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0526,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,526,O007-FREMLIN-V1-MTI-H0358,O007-FREMLIN-V1-MTI-T0526,O007-FREMLIN-V1-MTI-T0526,explicit,false,,index-index_heading,12037,12037,6577,6577,330227,330249,26397,26425,d86da45e0e3aff4e28ecdd668204b443b75ab04527ba4358c458e04c561f6808,5c8bcd1d700979bba89b9844dd4583319844faee5a4bf623c646eced5fdfaef9,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0527,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,527,O007-FREMLIN-V1-MTI-H0359,O007-FREMLIN-V1-MTI-T0527,O007-FREMLIN-V1-MTI-T0527,explicit,false,,index-index_heading,12044,12044,6582,6582,330388,330409,26430,26450,d45f76724de3bce0c0ca310fff81039fc19dbf9b5477d6a851a9c26837975328,fc5d2d71772bcbb1fb301fe216f36bf318709f26c70de404e43baaee712621c0,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0528,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,528,O007-FREMLIN-V1-MTI-H0360,O007-FREMLIN-V1-MTI-T0528,O007-FREMLIN-V1-MTI-T0528,explicit,false,,index-index_heading,12051,12051,6587,6587,330517,330538,26455,26474,470bdc2e066a6260e9618ff3ebf302224eb83514368d7c5990ead0265150d030,8d604950bf500d2dc2657552b7b978cc74684cf2d6ee76add548912d8a857184,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0529,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,529,O007-FREMLIN-V1-MTI-H0361,O007-FREMLIN-V1-MTI-T0529,O007-FREMLIN-V1-MTI-T0529,explicit,false,,index-index_heading,12060,12060,6595,6595,330632,330653,26482,26503,c743a20bff8ad3ab29858fb9d1f922a56c4907b8696ba27cc9da2370e98f34cf,c743a20bff8ad3ab29858fb9d1f922a56c4907b8696ba27cc9da2370e98f34cf,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0530,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,530,O007-FREMLIN-V1-MTI-GE0124,O007-FREMLIN-V1-MTI-T0530,O007-FREMLIN-V1-MTI-T0530,explicit,false,,index-index_entry,12065,12067,6598,6598,330757,330801,26506,26552,64e518ccd039f4756e554acb278bb9ca8d500f414b2f6d4ad45d2c82306b8ad5,fb1fb94e0e44e637a52a3c19a4af168cd0c9feea7b0070cc7a203a8dc18774bd,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0531,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,531,O007-FREMLIN-V1-MTI-GE0125,O007-FREMLIN-V1-MTI-T0531,O007-FREMLIN-V1-MTI-T0531,explicit,false,,index-index_entry,12069,12074,6600,6600,330860,330887,26554,26581,59b54e48f35ebafbd6b849541ef63adf4d66de0f4da8cb0bd1dc131d6ae1fcb9,f95387102dffd5fbe10e843d2793a7fae3c6fa0ee8ab5137bfd33e35fb28cae1,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0532,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,532,O007-FREMLIN-V1-MTI-H0362,O007-FREMLIN-V1-MTI-T0532,O007-FREMLIN-V1-MTI-T0532,explicit,false,,index-index_heading,12082,12082,6606,6606,331092,331111,26587,26606,0b4f843655c44f04c4a28f47e045fd5acfcf59785aeb2b90e0308928b0e0545d,0b4f843655c44f04c4a28f47e045fd5acfcf59785aeb2b90e0308928b0e0545d,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0533,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,533,O007-FREMLIN-V1-MTI-H0363,O007-FREMLIN-V1-MTI-T0533,O007-FREMLIN-V1-MTI-T0533,explicit,false,,index-index_heading,12218,12218,6672,6672,334976,334994,26685,26703,61f73c0b09ebd28cb37e5bbacdf38c91c4c9e3cd04f4df2668b3ed3be0a86638,61f73c0b09ebd28cb37e5bbacdf38c91c4c9e3cd04f4df2668b3ed3be0a86638,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0534,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,534,O007-FREMLIN-V1-MTI-H0364,O007-FREMLIN-V1-MTI-T0534,O007-FREMLIN-V1-MTI-T0534,explicit,false,,index-index_heading,12231,12231,6679,6679,335277,335297,26710,26730,ef90c61fc0fd58e532a8252a561d370dbf2dea9db425bde7a25c6f7b30a3f2ff,ef90c61fc0fd58e532a8252a561d370dbf2dea9db425bde7a25c6f7b30a3f2ff,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0535,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,535,O007-FREMLIN-V1-MTI-H0365,O007-FREMLIN-V1-MTI-T0535,O007-FREMLIN-V1-MTI-T0535,explicit,false,,index-index_heading,12268,12268,6693,6693,336446,336468,26744,26771,fb109a78150fdb197240da64c5c415022b9d341d4779b74ebb9fbeda88fd664a,6966de3a3f4676b84c521c36cd3fbde28f27c4483aef36373ed120a1e1ef6bbc,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0536,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,536,O007-FREMLIN-V1-MTI-H0366,O007-FREMLIN-V1-MTI-T0536,O007-FREMLIN-V1-MTI-T0536,explicit,false,,index-index_heading,12272,12272,6696,6696,336541,336564,26774,26797,c948ec3e6675f6b707f991d746902373d57d4c752ca6c754366f31a20a3ba555,668f6812c1473a6636322465dbc3f52c19303e0016d324b1f4e0c6f234439875,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0537,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,537,O007-FREMLIN-V1-MTI-H0367,O007-FREMLIN-V1-MTI-T0537,O007-FREMLIN-V1-MTI-T0537,explicit,false,,index-index_heading,12283,12283,6702,6702,336782,336806,26803,26827,2d4d223355e6925883604af25792d2641cd64e6446d53570a82d6b6b7cc9b668,2d4d223355e6925883604af25792d2641cd64e6446d53570a82d6b6b7cc9b668,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0538,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,538,O007-FREMLIN-V1-MTI-H0368,O007-FREMLIN-V1-MTI-T0538,O007-FREMLIN-V1-MTI-T0538,explicit,false,,index-index_heading,12290,12290,6705,6705,336923,336945,26830,26852,ce67b53e93b57e2be97c766e4a720720c31b63a827ab5935586995bdc464e954,ce67b53e93b57e2be97c766e4a720720c31b63a827ab5935586995bdc464e954,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0539,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,539,O007-FREMLIN-V1-MTI-H0369,O007-FREMLIN-V1-MTI-T0539,O007-FREMLIN-V1-MTI-T0539,explicit,false,,index-index_heading,12294,12294,6708,6708,337031,337056,26855,26881,7d06163c33c8d3900cf5c0c792907d6a7faa7b1d98992a7d921571d80221be60,739f7b323cc57f2605950177275449c937585d26ba6e14ce927eda13753e08f6,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0540,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,540,O007-FREMLIN-V1-MTI-H0370,O007-FREMLIN-V1-MTI-T0540,O007-FREMLIN-V1-MTI-T0540,explicit,false,,index-index_heading,12301,12301,6713,6713,337196,337216,26886,26905,b85efeefccc21ae817c8e476309cc0fcaf8f64ca66609cee21fe8322d3352c85,f900e8e7d5af563531cfb452e21d26589c6552496e7dc98498d81023d2a5f18f,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0541,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,541,O007-FREMLIN-V1-MTI-H0371,O007-FREMLIN-V1-MTI-T0541,O007-FREMLIN-V1-MTI-T0541,explicit,false,,index-index_heading,12327,12327,6728,6728,337887,337913,26920,26945,f83c9008ac655714f210cf1fe80f9b96fab85daab4bd62481db33fba086d3801,3bc4db52bfadf9a66a28441935916f3ddaa2ecdc1c049b29e7ce0088326f15e5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0542,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,542,O007-FREMLIN-V1-MTI-H0372,O007-FREMLIN-V1-MTI-T0542,O007-FREMLIN-V1-MTI-T0542,explicit,false,,index-index_heading,12332,12332,6731,6731,337999,338028,26948,26975,349eb8f47202d98e7e24b8d1021c49ac2a89bf014189c566689faaa3895a2979,053b57d2c3d0e75480da0674c80d57b1ff7f039b2e5a81cf41b65b1040f6f7c2,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0543,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,543,O007-FREMLIN-V1-MTI-H0373,O007-FREMLIN-V1-MTI-T0543,O007-FREMLIN-V1-MTI-T0543,explicit,false,,index-index_heading,12345,12345,6739,6739,338320,338345,26983,27007,ace79da82bc85e14edb9804098d059d2ff9067031ea278cf796e1488fcf4dd7a,a408bb0ba8c1ff911ea21cc40055270eb1010a9ea54767187e2d0f03825725c1,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0544,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,544,O007-FREMLIN-V1-MTI-H0374,O007-FREMLIN-V1-MTI-T0544,O007-FREMLIN-V1-MTI-T0544,explicit,false,,index-index_heading,12349,12349,6742,6742,338424,338453,27010,27035,1fa82a0a7c89d3940478f66b4596d0867af99c4b096d745a11261f6504020cb4,cb6f458c8149e3bbdcde2011b31c3f99925a778e1470deea03771ed47c0294e4,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0545,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,545,O007-FREMLIN-V1-MTI-H0375,O007-FREMLIN-V1-MTI-T0545,O007-FREMLIN-V1-MTI-T0545,explicit,false,,index-index_heading,12355,12355,6745,6745,338633,338660,27038,27064,a4422033650a8e8f1bbffe16ade88649361e509a7eec3aab0b2640d7267a6392,2a1315b15d0a3bc2086d23dac283c0c61cbf9d9fcd96326f3ea5784f7b28d6c5,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0546,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,546,O007-FREMLIN-V1-MTI-H0376,O007-FREMLIN-V1-MTI-T0546,O007-FREMLIN-V1-MTI-T0546,explicit,false,,index-index_heading,12359,12359,6748,6748,338720,338745,27067,27095,38c09a96f391aaf3b8935993ce811029bc2b039b17260db57506822ff7b4b931,8aac59e6dffa7903118b4f152e9a005adc2616b1506e7604ee6550006478c6ce,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0547,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,547,O007-FREMLIN-V1-MTI-H0377,O007-FREMLIN-V1-MTI-T0547,O007-FREMLIN-V1-MTI-T0547,explicit,false,,index-index_heading,12398,12398,6755,6755,340396,340419,27102,27124,d0e57cfad51189a753bd3050d286f56afbe57702a684f59b5db9412d8cca6f96,0cfd3aad4a737d1d23cdb4f2120455e624b3c047d1e5ee17dfd59295d614b180,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0548,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,548,O007-FREMLIN-V1-MTI-H0378,O007-FREMLIN-V1-MTI-T0548,O007-FREMLIN-V1-MTI-T0548,explicit,false,,index-index_heading,12406,12406,6758,6758,340647,340676,27127,27155,91d2485a9eabd6d3745e917a6543f4e0101198789b1c27e011b63427104f7d05,df0f21b6b196fec6fffba00f537ae3ea1874094ccbcaba1b09ff1372e24b2a78,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0549,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,549,O007-FREMLIN-V1-MTI-H0379,O007-FREMLIN-V1-MTI-T0549,O007-FREMLIN-V1-MTI-T0549,explicit,false,,index-index_heading,12410,12410,6761,6761,340742,340764,27158,27181,1458e276371ec4138b634aeb2af31caa0d326f74d1865aea6b8574dcf497b226,839693899fab0dfc680b3c8b484d7f0a61f33b03b8d117375f31c6fece3b2f32,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0550,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,550,O007-FREMLIN-V1-MTI-H0380,O007-FREMLIN-V1-MTI-T0550,O007-FREMLIN-V1-MTI-T0550,explicit,false,,index-index_heading,12414,12414,6764,6764,340819,340846,27184,27208,fac02d397dfc8728071a5a049c1c5da96905b84281380e50ed8101738615653c,2d7a66d972cbb7f1cbc44cf9c822cf687838798b80af576f187de72e9581e615,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0551,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,551,O007-FREMLIN-V1-MTI-H0381,O007-FREMLIN-V1-MTI-T0551,O007-FREMLIN-V1-MTI-T0551,explicit,false,,index-index_heading,12418,12418,6767,6767,340907,340930,27211,27233,c372ff75172045b3fbe02248853c380dc9cb5f573aa0bd146649c31717eec5e7,697374e99647ea9d81e91ef1277b36531f7650ecafdff4df4e03640f7144c037,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
1.1.0,segment,O007-FREMLIN-V1-MTI-SEGMENT-0552,O007-FREMLIN-V1-MTI,O007-RIGHTS-FREMLIN-DSL,552,O007-FREMLIN-V1-MTI-GE0126,O007-FREMLIN-V1-MTI-T0552,O007-FREMLIN-V1-MTI-T0552,explicit,false,,index-index_entry,12418,12419,6768,6768,340931,340960,27234,27263,6983442ade3cf2565a49baa3f80f6482277ea055263106b67a241a95659c5b3e,229ba71390e3c82676deaf5e8e87cd92e6923d079d75ebf648689fb44fb82d7e,"{""basis"":""Canonical 731-unit projector map with immutable TeX replay; OpenAI Codex gpt-5.6-sol, Ultra."",""kind"":""volume1-active-index-source-target-map"",""source_resource_ids"":[""O007-RESOURCE-MTI-SOURCE"",""O007-RESOURCE-MTI-SKELETON""]}"
